,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,state
363,/new-property/property/bangi/cerrado/new-5148/,Cerrado,Serviced Residence  ,0,"Southville City @ KL South, Bangi, Selangor", From 656 - 825 sq. ft., From 656 - 825 sq. ft.,2 - 3,2+," 1,713 ",Commercial,N/A,Contact for price, Selangor
364,/property/batu-caves/sale-8412730/,"Pinggiran Batu Caves, Batu Caves",1-sty Terrace/Link House | Corner  , 690000,"Taman Pinggiran Batu Caves, Batu Caves, Gombak, Selangor, Pinggiran Batu Caves, 68000, Selangor", 1000 sq. ft., 1000 sq. ft.,3,2," 3,110 ",1-sty Terrace/Link House,Leasehold,-, Selangor
365,/property/shah-alam/sale-8412611/,"Alam Budiman, Seksyen U10, Shah Alam",2-sty Terrace/Link House | Intermediate  , 580000,"Alam Budiman, Seksyen U10, Shah Alam, Alam Budiman, Seksyen U10, 40170, Selangor", 2380 sq. ft., 2380 sq. ft.,4,3," 2,614 ",2-sty Terrace/Link House,Leasehold,-, Selangor
366,/new-property/property/shah-alam/d-sara-sentral-mixed-development/new-5950/,D'Sara Sentral (Mixed Development),Serviced Residence  ,0,"Jalan Sungai Buloh, Shah Alam, Selangor", From 1137 - 1152 sq. ft., From 1137 - 1152 sq. ft.,2 - 3,2," 5,327 ",Commercial,N/A,"From RM 1,000 - RM 1,200", Selangor
367,/property/skudai/sale-8358693/,"Taman Nesa Skudai Tun Aminah Nusa Bestar, Skudai",1-sty Terrace/Link House | Intermediate  , 333000,"Taman Nesa Skudai Tun Aminah Nusa Bestar, Johor", 1400 sq. ft., 1400 sq. ft.,3,2," 1,501 ",1-sty Terrace/Link House,Leasehold,-, Johor
368,/property/subang-heights/sale-7773055/,Subang Heights,Bungalow | Intermediate  , 3700000,"Jalan SHb, Subang Heights, 47500, Selangor", 6500 sq. ft., 6500 sq. ft.,8+1,7," 16,675 ",Bungalow,Freehold,-, Selangor
369,/property/jalan-klang-lama-old-klang-road/petalz-residences/sale-7295712/,"Petalz Residences, Jalan Klang Lama (Old Klang Road)",Condominium  , 650000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58200, Kuala Lumpur", 935 sq. ft., 935 sq. ft.,3,2," 2,929 ",Condominium,-,-, Kuala Lumpur
370,/new-property/property/pagoh/bandar-universiti-pagoh-harmoni-permai/new-5918/,Bandar Universiti Pagoh : Harmoni Permai,2-sty Terrace/Link House  ,0,"Bandar Universiti Pagoh, Pagoh, Johor", From 1435 - 1473 sq. ft., From 1435 - 1473 sq. ft.,3,3," 2,028 ",Residential,N/A,Contact for price, Johor
371,/property/mont-kiara/residensi-22/sale-8005077/,"Residensi 22, Mont Kiara",Condominium  , 1970000,"Jalan Kiara 3, Mont Kiara, 50480, Kuala Lumpur", 2243 sq. ft., 2243 sq. ft.,4+1,4," 8,878 ",Condominium,Freehold,-, Kuala Lumpur
372,/property/johor-bahru/sale-8382219/,"Larkin Residence, Johor Bahru",Townhouse  , 378000,"Larkin Kebun Teh, Larkin Residence, 80250, Johor", 1200 sq. ft., 1200 sq. ft.,3,2," 1,704 ",Townhouse,Leasehold,-, Johor
373,/property/cyberjaya/sale-8291291/,Cyberjaya,Townhouse  , 520000,"Cyberjaya City Centre, Persiaran Teknokrat 6, Jalan Lakeside, 63000 Cyberjaya, Cyberjaya, 63000, Selangor", 1216 sq. ft., 1216 sq. ft.,3,2," 2,344 ",Townhouse,-,-, Selangor
374,/new-property/property/iskandar-puteri-nusajaya/meridin-suites-residences/new-5902/,Meridin Suites Residences,Serviced Residence  ,0,"Iskandar Puteri, Iskandar Puteri (Nusajaya), Johor", From 570 - 2088 sq. ft., From 570 - 2088 sq. ft.,1 - 4,2 - 4," 1,600 ",Residential,N/A,Contact for price, Johor
375,/property/cyberjaya/sale-8128814/,"SUMMERGLADES @ CYBERJAYA, Cyberjaya",2-sty Terrace/Link House  , 880000,"CYBERJAYA CITY CENTRE, PERSIARAN LAKESIDE, JALAN LAKE FRONT, CYBER 12, 63000 CYBERJAYA, SETIA ECO GLADES, SELANGOR, SUMMERGLADES @ CYBERJAYA, 63100, Selangor", 2770 sq. ft., 2770 sq. ft.,4,0," 3,966 ",2-sty Terrace/Link House,Freehold,-, Selangor
376,/property/cyberjaya/aspire-residence/sale-7053266/,"Aspire Residence, Cyberjaya",Serviced Residence  , 330000,"Block 18, Cyberjaya, Cyberjaya, 47130, Selangor", 900 sq. ft., 900 sq. ft.,2,2," 1,487 ",Serviced Residence,Freehold,-, Selangor
377,/property/shah-alam/sale-6998619/,"Bandar Nusa Rhu, Shah Alam",Semi-detached House | Corner  , 1550000,"Bandar Nusa Rhu, Shah Alam, Bandar Nusa Rhu, 40170, Selangor", 4300 sq. ft., 4300 sq. ft.,5,5," 6,986 ",Semi-detached House,Leasehold,-, Selangor
378,/property/gelugor/sale-8288078/,Gelugor,Semi-detached House | Corner  , 1700000,"Gelugor, 11700, Penang", 3300 sq. ft., 3300 sq. ft.,4,4," 7,662 ",Semi-detached House,Freehold,-, Penang
379,/property/kepong/sale-7720423/,Kepong,Semi-detached House  , 1097000,Selangor, 2633 sq. ft., 2633 sq. ft.,5,5," 4,944 ",Semi-detached House,Freehold,-, Selangor
380,/property/iskandar-puteri-nusajaya/sale-8372856/,"Bukit Indah, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 628000,"Jalan Indah 17/x, Bukit Indah, 81200, Johor", 1800 sq. ft., 1800 sq. ft.,6,3," 2,830 ",2-sty Terrace/Link House,Freehold,-, Johor
381,/property/taman-tun-dr-ismail/sale-8254306/,"ZAABA, Taman Tun Dr Ismail",Bungalow | Intermediate  , 5280000,"ZAABA, Kuala Lumpur", -, -,6,6," 23,796 ",Bungalow,Freehold,-, Kuala Lumpur
382,/property/kelana-jaya/kelana-mahkota/sale-7036562/,"Kelana Mahkota, Kelana Jaya",Condominium | Corner  , 580000,"Jalan SS 7/19, Kelana Jaya, Kelana Jaya, 47301, Selangor", 1260 sq. ft., 1260 sq. ft.,2+1,2," 2,614 ",Condominium,Leasehold,-, Selangor
383,/property/klcc/three-28-tun-razak/sale-5277417/,"Three28 Tun Razak, KLCC",Serviced Residence | Intermediate  , 900000,"Jalan Tun Razak, KLCC, 50400, Kuala Lumpur", 710 sq. ft., 710 sq. ft.,1,2," 4,056 ",Serviced Residence,Freehold,-, Kuala Lumpur
384,/property/klcc/three-28-tun-razak/sale-5277417/,"Three28 Tun Razak, KLCC",Serviced Residence | Intermediate  , 900000,"Jalan Tun Razak, KLCC, 50400, Kuala Lumpur", 710 sq. ft., 710 sq. ft.,1,2," 4,056 ",Serviced Residence,Freehold,-, Kuala Lumpur
385,/property/gelang-patah/sale-8412360/,"Setia Eco Village - Gated Guarded - Full Loan, Gelang Patah",2-sty Terrace/Link House | Intermediate  , 478000,"Jalan Laman Setia 4, Setia Eco Village - Gated Guarded - Full Loan, 81550, Johor", 1539 sq. ft., 1539 sq. ft.,4,3," 2,154 ",2-sty Terrace/Link House,Freehold,-, Johor
386,/property/iskandar-puteri-nusajaya/sale-8390155/,"Nusa Bayu - Renovated - FULL LOAN, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 449000,"Jalan Bayu 7, Nusa Bayu - Renovated - FULL LOAN, 79200, Johor", 1400 sq. ft., 1400 sq. ft.,4,3," 2,024 ",2-sty Terrace/Link House,Freehold,-, Johor
387,/new-property/property/shah-alam/city-of-elmina-reesia/new-5864/,City of Elmina : Reesia,Semi-detached House  ,0,"Shah Alam, Selangor", From 3243 - 4249 sq. ft., From 3243 - 4249 sq. ft.,4 - 5,1 - 3," 8,517 ",Residential,N/A,Contact for price, Selangor
388,/property/kota-kemuning/sale-5333682/,"Penduline, Bandar Rimbayu, Kota Kemuning, Kota Kemuning",2-sty Terrace/Link House | Intermediate  , 630000,"Penduline, Scarlet, Chimes, Perennia, Wisteria, Livia, Jalan Flora 3G, Penduline, Bandar Rimbayu, Kota Kemuning, 42500, Selangor", 1771 sq. ft., 1771 sq. ft.,4,3," 2,839 ",2-sty Terrace/Link House,Leasehold,-, Selangor
389,/property/kl-city/core-residence-trx/sale-8326648/,"Core Residence @ TRX, KL City",Serviced Residence  , 1200000,"Jalan Tun Razak, KL City, 55100, Kuala Lumpur", 624 sq. ft., 624 sq. ft.,1,1," 5,408 ",Serviced Residence,Freehold,-, Kuala Lumpur
390,/new-property/property/putra-heights/putra-heights-the-alcove/new-5827/,Putra Heights : The Alcove,Condominium  ,0,"Putra Heights, Selangor", From 1259 - 2174 sq. ft., From 1259 - 2174 sq. ft.,3 - 4,2 - 5," 4,587 ",Residential,N/A,Contact for price, Selangor
391,/property/klcc/stonor-3/sale-8231354/,"Stonor 3, KLCC",Condominium  , 1200000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur", 689 sq. ft., 689 sq. ft.,1,1," 5,408 ",Condominium,-,-, Kuala Lumpur
392,/property/seremban/sale-8162337/,"2Sty Seremban Freeh0ld New , Seremban",2-sty Terrace/Link House  , 418000,"2Sty Seremban Freeh0ld New , Negeri Sembilan", 2175 sq. ft., 2175 sq. ft.,4,3," 1,884 ",2-sty Terrace/Link House,Freehold,-, Negeri Sembilan
393,/property/damansara-jaya/sale-5064138/,"Jalan ss22/42, Damansara Jaya, Damansara Jaya",2-sty Terrace/Link House | Intermediate  , 1750000,"Jalan ss22/42, Damansara Jaya, 47400, Selangor", 2400 sq. ft., 2400 sq. ft.,4,3," 7,887 ",2-sty Terrace/Link House,Freehold,-, Selangor
394,/new-property/property/putra-heights/putra-heights-the-residences/new-1551/,Putra Heights : The Residences,Bungalow  ,0,"Putra Heights, Selangor", From 6566 - 7212 sq. ft., From 6566 - 7212 sq. ft.,5,6, 0 ,Residential,N/A,Contact for price, Selangor
395,/property/bangsar/sale-7275900/,"Pantai Hills, Bukit Pantai, Bangsar, Bangsar",Bungalow  , 6900000,"Lorong Taman Pantai, Pantai Hills, Bukit Pantai, Bangsar, 59200, Kuala Lumpur", 23500 sq. ft., 23500 sq. ft.,10,15," 31,097 ",Bungalow,-,-, Kuala Lumpur
396,/property/country-heights/sale-1132842/,"Kajang, Country Heights",Bungalow | Corner  , 7200000,"Country Heights, Kajang, 43000, Selangor", 16000 sq. ft., 16000 sq. ft.,6+1,7," 32,449 ",Bungalow,Freehold,-, Selangor
397,/property/ipoh/sale-8359574/,"Single storey house Pengkalan,Station 18,Ipoh, Ipoh",1-sty Terrace/Link House | Intermediate  , 258800,"Single storey house Pengkalan,Station 18,Ipoh, 31650, Perak", 1000 sq. ft., 1000 sq. ft.,4,2," 1,166 ",1-sty Terrace/Link House,Leasehold,-, Perak
398,/new-property/property/pasir-gudang/the-hazel/new-5819/,The Hazel,2-sty Terrace/Link House  ,0,"Pasir Gudang, Johor", From 1964 sq. ft., From 1964 sq. ft.,0 - 4,0 - 3," 2,195 ",Residential,N/A,From RM 248, Johor
399,/property/seremban/sale-7677164/,"Taman Resort, Seremban",2-sty Terrace/Link House  , 664000,"Taman Resort, Negeri Sembilan", 2800 sq. ft., 2800 sq. ft.,4,4," 2,993 ",2-sty Terrace/Link House,Freehold,-, Negeri Sembilan
400,/property/ipoh/sale-8359328/,"Luxury Double Storey SEMI-D FreeHold Klebang,Ipoh, Ipoh",Cluster House | Intermediate  , 488000,"Luxury Double Storey SEMI-D FreeHold Klebang,Ipoh, 31650, Perak", 2700 sq. ft., 2700 sq. ft.,4,4," 2,199 ",Cluster House,Freehold,-, Perak
401,/property/ipoh/sale-8359214/,"luxury Single Storey SEMI-D Tasek,Ipoh, Ipoh",Semi-detached House | Intermediate  , 398800,"luxury Single Storey SEMI-D Tasek,Ipoh, 31650, Perak", 1250 sq. ft., 1250 sq. ft.,4,2," 1,797 ",Semi-detached House,Leasehold,-, Perak
402,/property/ipoh/sale-8359177/,"luxury Single Storey SEMI-D Chemor,Ipoh, Ipoh",Semi-detached House  , 348000,"luxury Single Storey SEMI-D Chemor,Ipoh, 31650, Perak", 1500 sq. ft., 1500 sq. ft.,4,3," 1,568 ",Semi-detached House,Leasehold,-, Perak
403,/property/taman-tun-dr-ismail/sale-7221708/,"TTDI, KL, Taman Tun Dr Ismail",Bungalow  , 4600000,"TTDI, KL, 60000, Kuala Lumpur", 5000 sq. ft., 5000 sq. ft.,5+1,5," 20,732 ",Bungalow,Freehold,-, Kuala Lumpur
404,/property/damansara-heights/sale-8268244/,"Idamansara, Damansara Heights",Semi-detached House  , 4300000,"Idamansara, Kuala Lumpur", 4539 sq. ft., 4539 sq. ft.,5+1,7," 19,379 ",Semi-detached House,Freehold,-, Kuala Lumpur
405,/property/skudai/sale-8293696/,"Taman Pulai Indah, Skudai",1-sty Terrace/Link House | Intermediate  , 400000,"Taman Pulai Indah, Johor", -, -,3,2," 1,803 ",1-sty Terrace/Link House,Freehold,Owner Occupied, Johor
406,/property/johor-bahru/sale-8028955/,"Kempas, Johor Bahru",Bungalow | Intermediate  , 498000,"Kempas Lurah, Kempas, 83100, Johor", 4900 sq. ft., 4900 sq. ft.,3,2," 2,244 ",Bungalow,Leasehold,-, Johor
407,/property/johor-bahru/sale-8029041/,"IMPIAN EMAS, Johor Bahru",Residential Land | Intermediate  , 690000,"IMPIAN EMAS, IMPIAN EMAS, 81100, Johor", 1920 sq. ft., 1920 sq. ft.,4,2," 3,110 ",Residential Land,Freehold,-, Johor
408,/property/johor-bahru/sale-8361162/,"TAMAN U, Johor Bahru",1-sty Terrace/Link House  , 242000,"JALAN KEJAYAAN, TAMAN U, 81000, Johor", 1040 sq. ft., 1040 sq. ft.,2,2," 1,091 ",1-sty Terrace/Link House,Freehold,-, Johor
409,/property/johor-bahru/sale-8361149/,"CYCAS PULAI HIJAUAN, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 560000,"CYCAS PULAI HIJAUN, CYCAS PULAI HIJAUAN, 83200, Johor", 2139 sq. ft., 2139 sq. ft.,4,3," 2,524 ",2-sty Terrace/Link House,Freehold,-, Johor
410,/property/tampoi/sale-8361081/,"TAMAN MEWAH RIA, Tampoi",2-sty Terrace/Link House  , 495000,"JALAN MEWAH RIA, TAMAN MEWAH RIA, 83100, Johor", 1350 sq. ft., 1350 sq. ft.,4,3," 2,231 ",2-sty Terrace/Link House,Freehold,-, Johor
411,/new-property/property/iskandar-puteri-nusajaya/meridin-executive-suites/new-5815/,Meridin Executive Suites,Serviced Residence  ,0,"Nusajaya, Iskandar Puteri (Nusajaya), Johor", From 334 - 1055 sq. ft., From 334 - 1055 sq. ft.,1 - 4,1 - 2," 1,199 ",Residential,N/A,Contact for price, Johor
412,/property/johor-bahru/sale-8372939/,Johor Bahru,1.5-sty Terrace/Link House  , 470000,"Taman Setia Indah, Johor Bahru, 81100, Johor", 1400 sq. ft., 1400 sq. ft.,4,2," 2,118 ",1.5-sty Terrace/Link House,Freehold,-, Johor
413,/property/bukit-jalil/sale-7714745/,"Laman Bayu, Bukit Jalil",3-sty Terrace/Link House  , 1250000,"Laman Bayu, Laman Bayu, Kuala Lumpur", 3000 sq. ft., 3000 sq. ft.,5,5," 5,634 ",3-sty Terrace/Link House,Freehold,-, Kuala Lumpur
414,/new-property/property/shah-alam/bukit-jelutong-primo-iii/new-5803/,Bukit Jelutong : PRIMO III,Residential Land,0,"Bukit Jelutong, Shah Alam, Selangor", -, -,0,0," 8,924 ",Residential,N/A,Contact for price, Selangor
415,/property/shah-alam/sale-4801495/,"Sunway Alam Suria, Shah Alam",2-sty Terrace/Link House | Intermediate  , 590000,"Jalan Pulau Angsa U10/41D, Sunway Alam Suria, Selangor", 1430 sq. ft., 1430 sq. ft.,4,3," 2,659 ",2-sty Terrace/Link House,Leasehold,-, Selangor
416,/property/damansara-heights/sale-8201837/,"Jalan Damansara, Damansara Heights, Damansara Heights",Bungalow  , 12000000,"Jalan Damansara, Damansara Heights, 50490, Kuala Lumpur", 15800 sq. ft., 15800 sq. ft.,6+1,0," 54,082 ",Bungalow,Freehold,-, Kuala Lumpur
417,/property/klcc/isola/sale-6615746/,"Isola, KLCC",Serviced Residence | Corner  , 1500000,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur", 904 sq. ft., 904 sq. ft.,2,2," 6,760 ",Serviced Residence,Freehold,-, Kuala Lumpur
418,/new-property/property/pasir-gudang/dandelion/new-5769/,Dandelion,2-sty Terrace/Link House  ,0,"Pasir Gudang, Johor", From 2333 - 2392 sq. ft., From 2333 - 2392 sq. ft.,4+,3+," 2,475 ",Residential,N/A,Contact for price, Johor
419,/property/ipoh/sale-8388107/,"New House Sunway Tambun Ready to move in, Ipoh",2-sty Terrace/Link House  , 360000,"New House Sunway Tambun Ready to move in, Perak", 2050 sq. ft., 2050 sq. ft.,4,4," 1,622 ",2-sty Terrace/Link House,Leasehold,-, Perak
420,/property/selayang/amara/sale-8169718/,"Amara, Selayang",Serviced Residence  , 260000,"Jalan Raintree Utama Off Jalan Station, Selayang, 68100, Selangor", 829 sq. ft., 829 sq. ft.,3,2," 1,172 ",Serviced Residence,Freehold,-, Selangor
421,/property/permas-jaya/sale-8388014/,"permas jaya , Permas Jaya",1-sty Terrace/Link House | Intermediate  , 420000,"jalan permas 1/X, permas jaya , 81750, Johor", -, -,3,2," 1,893 ",1-sty Terrace/Link House,Freehold,-, Johor
422,/new-property/property/kajang/saujana-impian-vista-mahogani/new-5096/,Saujana Impian : Vista Mahogani,Apartment  ,0,"Saujana Impian, Kajang, Selangor", From 872 - 1507 sq. ft., From 872 - 1507 sq. ft.,3 - 5,2," 1,888 ",Residential,N/A,Contact for price, Selangor
423,/property/setia-alam/seri-mutiara/sale-8366746/,"Seri Mutiara, Setia Alam",Apartment | Corner  , 310000,"Jalan Setia Gemilang U13/45B, Setia Alam, 40170, Selangor", 939 sq. ft., 939 sq. ft.,3,2," 1,397 ",Apartment,-,-, Selangor
424,/property/johor-bahru/sale-8387947/,"Taman Austin Perdana, Johor Bahru",Semi-detached House | Intermediate  , 1250000,"Jalan Austin perdana, Taman Austin Perdana, 81100, Johor", 2970 sq. ft., 2970 sq. ft.,5,5," 5,634 ",Semi-detached House,Freehold,-, Johor
425,/property/klcc/aria/sale-8387625/,"Aria, KLCC",Condominium | Intermediate  , 1345426,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur", 753 sq. ft., 753 sq. ft.,1,1," 6,064 ",Condominium,Freehold,-, Kuala Lumpur
426,/property/klcc/the-ritz-carlton-residences/sale-6112087/,"The Ritz-Carlton Residences, KLCC",Serviced Residence | Intermediate  , 3350000,"Jalan Sultan Ismail, KLCC, 50250, Kuala Lumpur", 1572 sq. ft., 1572 sq. ft.,2,2," 15,098 ",Serviced Residence,Freehold,-, Kuala Lumpur
427,/property/skudai/sale-8387463/,"Taman Mutiara Rini , Skudai",2-sty Terrace/Link House  , 595000,"Jalan Bakti, Taman Mutiara Rini , Johor", 1980 sq. ft., 1980 sq. ft.,4,3," 2,682 ",2-sty Terrace/Link House,Leasehold,-, Johor
428,/property/bandar-sungai-long/sale-7700845/,"Palm Walk 3, Bandar Sungai Long, Bandar Sungai Long",2-sty Terrace/Link House  , 760000,"Jalan SL 9/10, Palm Walk 3, Bandar Sungai Long, 43200, Selangor", 2084 sq. ft., 2084 sq. ft.,4+1,4," 3,425 ",2-sty Terrace/Link House,Freehold,-, Selangor
429,/property/bandar-sungai-long/sale-4577620/,"Admiral Park, Bandar Sungai Long",Semi-detached House  , 1100000,"Admiral Park, 43000, Selangor", -, -,4+1,5," 4,958 ",Semi-detached House,-,-, Selangor
430,/property/port-dickson/sale-8387235/,"port dickson, lukut , Port Dickson",1-sty Terrace/Link House  , 296000,"port dickson, lukut , Negeri Sembilan", 1136 sq. ft., 1136 sq. ft.,4,3," 1,334 ",1-sty Terrace/Link House,Freehold,-, Negeri Sembilan
431,/property/shah-alam/sale-7907006/,"Elmina Valley, Elmina West, Shah Alam, Shah Alam",2-sty Terrace/Link House  , 669999,"Elmina Valley, Elmina West, Shah Alam, Denai Alam, Subang 2, Elmina Valley, Elmina West, Shah Alam, 40160, Selangor", 1709 sq. ft., 1709 sq. ft.,4,3," 3,020 ",2-sty Terrace/Link House,Freehold,-, Selangor
432,/property/port-dickson/sale-8387235/,"port dickson, lukut , Port Dickson",1-sty Terrace/Link House  , 296000,"port dickson, lukut , Negeri Sembilan", 1136 sq. ft., 1136 sq. ft.,4,3," 1,334 ",1-sty Terrace/Link House,Freehold,-, Negeri Sembilan
433,/property/shah-alam/sale-7907006/,"Elmina Valley, Elmina West, Shah Alam, Shah Alam",2-sty Terrace/Link House  , 669999,"Elmina Valley, Elmina West, Shah Alam, Denai Alam, Subang 2, Elmina Valley, Elmina West, Shah Alam, 40160, Selangor", 1709 sq. ft., 1709 sq. ft.,4,3," 3,020 ",2-sty Terrace/Link House,Freehold,-, Selangor
434,/property/setia-indah/sale-8298867/,"Taman Setia Indah, Setia Indah",1-sty Terrace/Link House  , 480000,"Jalan Setia 6/x, Taman Setia Indah, Taman Setia Indah, Johor", -, -,3,2," 2,163 ",1-sty Terrace/Link House,Freehold,-, Johor
435,/new-property/property/putra-heights/rumah-selangorku-rsku-harmoni-1/new-5748/,Rumah Selangorku RSKU : Harmoni 1,Apartment  ,0,"Putra Heights, Putra Heights, Selangor", From 800 - 1000 sq. ft., From 800 - 1000 sq. ft.,3,2, 766 ,Residential,N/A,Contact for price, Selangor
436,/property/cheras/eko-cheras/sale-7767649/,"EkoCheras, Cheras",Serviced Residence | Intermediate  , 555000,"Jalan Cheras, Cheras, 55300, Kuala Lumpur", 762 sq. ft., 762 sq. ft.,1,2," 2,501 ",Serviced Residence,Freehold,-, Kuala Lumpur
437,/property/johor-bahru/sale-8180574/,"Bandar Baru Kangkar Pulai, Johor Bahru",1-sty Terrace/Link House | Corner  , 450000,"Jalan Pulai Bistari, Kangkar Pulai, Bandar Baru Kangkar Pulai, Johor", 1500 sq. ft., 1500 sq. ft.,4,3," 2,028 ",1-sty Terrace/Link House,Freehold,-, Johor
438,/new-property/property/klang/rumah-selangorku-rsku-serunai/new-5747/,Rumah Selangorku RSKU : Serunai,Apartment  ,0,"Bandar Bukit Raja, Klang, Selangor", From 1000 sq. ft., From 1000 sq. ft.,3,2," 1,217 ",Residential,N/A,Contact for price, Selangor
439,/property/sri-hartamas/sunway-vivaldi/sale-8387040/,"Sunway Vivaldi, Sri Hartamas",Condominium | Corner  , 1950000,"Jalan 19/70A, Sri Hartamas, 50480, Kuala Lumpur", 2573 sq. ft., 2573 sq. ft.,3+1,5," 8,788 ",Condominium,-,-, Kuala Lumpur
440,/property/cheras/eko-cheras/sale-7842122/,"EkoCheras, Cheras",Serviced Residence | Duplex  , 530000,"Jalan Cheras, Cheras, 55300, Kuala Lumpur", 762 sq. ft., 762 sq. ft.,1,2," 2,389 ",Serviced Residence,Freehold,-, Kuala Lumpur
441,/property/sri-petaling/aster-green/sale-8381995/,"Aster Green, Sri Petaling",Serviced Residence  , 365000,"Jalan 2/149, Sri Petaling, 58200, Kuala Lumpur", -, -,3,2," 1,645 ",Serviced Residence,Freehold,-, Kuala Lumpur
442,/new-property/property/jalan-kuching/lakeville-residence/new-2196/,Lakeville Residence,Serviced Residence  ,0,"Taman Wahyu, Jalan Kuching, Kuala Lumpur", From 977 - 1345 sq. ft., From 977 - 1345 sq. ft.,3,2, 0 ,Commercial,N/A,From RM 755, Kuala Lumpur
443,/property/kl-city/core-residence-trx/sale-8382970/,"Core Residence @ TRX, KL City",Serviced Residence  , 1930000,"Jalan Tun Razak, KL City, 55100, Kuala Lumpur", 1022 sq. ft., 1022 sq. ft.,3,2," 8,698 ",Serviced Residence,Freehold,-, Kuala Lumpur
444,/property/cheras/emerald-hill/sale-8386790/,"Emerald Hill, Alam Damai, Cheras",Condominium | Intermediate  , 554000,"Jalan Alam Damai, Alam Damai, Kuala Lumpur", 840 sq. ft., 840 sq. ft.,2,2," 2,497 ",Condominium,Freehold,-, Kuala Lumpur
445,/property/johor-bahru/sale-7970682/,"Desa Tebrau, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 518000,"Desa Tebrau Pelangi Indah, Desa Tebrau, Johor", 1430 sq. ft., 1430 sq. ft.,0,0," 2,335 ",2-sty Terrace/Link House,-,-, Johor
446,/new-property/property/bukit-kiara/klgcc-resort-east-residence-townhouse/new-5723/,KLGCC Resort: East Residence (Townhouse),Townhouse  ,0,"Damansara Heights, Bukit Kiara, Kuala Lumpur", From 2400 - 3929 sq. ft., From 2400 - 3929 sq. ft.,3 - 4,2 - 3," 12,619 ",Residential,N/A,"From RM 1,100 - RM 1,300", Kuala Lumpur
